AR,taper,sweep,root_chord,vlm_xnp,ab_xnp,span,MAC
4.0,0.20691380811147897,-7.5,10.0,-0.8146286388446854,-0.6285466027661281,24.13827616222958,6.903155932094196
4.0,0.20691380811147897,0.0,10.0,-0.1324883682258058,0.0015642829868390135,24.13827616222958,6.903155932094196
4.0,0.20691380811147897,7.5,10.0,0.5670951946379018,0.6315264549422352,24.13827616222958,6.903155932094196
4.0,0.20691380811147897,15.0,10.0,1.3062047501743663,1.2833425422752645,24.13827616222958,6.903155932094196
4.0,0.20691380811147897,22.5,10.0,2.1116175716995738,1.9822109060336057,24.13827616222958,6.903155932094196
4.0,0.20691380811147897,30.0,10.0,3.0191268979355517,2.7606954537748094,24.13827616222958,6.903155932094196
4.0,0.20691380811147897,37.5,10.0,4.080913001193643,3.665756423299363,24.13827616222958,6.903155932094196
4.0,0.20691380811147897,45.0,10.0,5.379852715723229,4.7720668509652295,24.13827616222958,6.903155932094196
4.0,0.20691380811147897,52.5,10.0,7.059946099510276,6.210792221848151,24.13827616222958,6.903155932094196
4.0,0.20691380811147897,60.0,10.0,9.402423319167873,8.24114055612345,24.13827616222958,6.903155932094196
4.0,0.20691380811147897,67.5,10.0,13.0520726118398,11.464670979218228,24.13827616222958,6.903155932094196
4.0,0.20691380811147897,75.0,10.0,19.918889042597197,17.682189427657182,24.13827616222958,6.903155932094196
8.000000000000002,0.20691380811147897,-75.0,10.0,-32.4590327011071,-35.27168633087932,48.27655232445917,6.903155932094196
8.000000000000002,0.20691380811147897,-67.5,10.0,-20.938928069534633,-22.847981883712645,48.27655232445917,6.903155932094196
8.000000000000002,0.20691380811147897,-60.0,10.0,-15.159693630813239,-16.411917808519217,48.27655232445917,6.903155932094196
8.000000000000002,0.20691380811147897,-52.5,10.0,-11.590503388075547,-12.361642247233819,48.27655232445917,6.903155932094196
8.000000000000002,0.20691380811147897,-45.0,10.0,-9.06994399474265,-9.493917703602675,48.27655232445917,6.903155932094196
8.000000000000002,0.20691380811147897,-37.5,10.0,-7.106764446127448,-7.2903020058608,48.27655232445917,6.903155932094196
8.000000000000002,0.20691380811147897,-30.0,10.0,-5.462271587358669,-5.488503405325497,48.27655232445917,6.903155932094196
8.000000000000002,0.20691380811147897,-22.5,10.0,-4.003858182611317,-3.9392577260629276,48.27655232445917,6.903155932094196
8.000000000000002,0.20691380811147897,-15.0,10.0,-2.650827543265716,-2.548757705145195,48.27655232445917,6.903155932094196
8.000000000000002,0.20691380811147897,-7.5,10.0,-1.3474691394182012,-1.2520373186461522,48.27655232445917,6.903155932094196
8.000000000000002,0.20691380811147897,0.0,10.0,-0.04979711815759474,0.0009836002632555574,48.27655232445917,6.903155932094196
8.000000000000002,0.20691380811147897,7.5,10.0,1.2826779240851742,1.2536821615889882,48.27655232445917,6.903155932094196
8.000000000000002,0.20691380811147897,15.0,10.0,2.6929634452915985,2.549903436735677,48.27655232445917,6.903155932094196
8.000000000000002,0.20691380811147897,22.5,10.0,4.232888577428134,3.9399395489301132,48.27655232445917,6.903155932094196
8.000000000000002,0.20691380811147897,30.0,10.0,5.97168407557887,5.488779102048234,48.27655232445917,6.903155932094196
8.000000000000002,0.20691380811147897,37.5,10.0,8.010304567690211,7.290210289071941,48.27655232445917,6.903155932094196
8.000000000000002,0.20691380811147897,45.0,10.0,10.506797431807065,9.493475758693736,48.27655232445917,6.903155932094196
8.000000000000002,0.20691380811147897,52.5,10.0,13.740399395223102,12.360851839608484,48.27655232445917,6.903155932094196
8.000000000000002,0.20691380811147897,60.0,10.0,18.253208166740105,16.41077192287394,48.27655232445917,6.903155932094196
8.000000000000002,0.20691380811147897,67.5,10.0,25.298244699663087,22.84647020965508,48.27655232445917,6.903155932094196
8.000000000000002,0.20691380811147897,75.0,10.0,38.57883445133742,35.269799539032185,48.27655232445917,6.903155932094196
15.999999999999993,0.20691380811147897,-75.0,10.0,-66.56983874912909,-70.44083712754151,96.55310464891828,6.903155932094196
15.999999999999993,0.20691380811147897,-67.5,10.0,-42.71756289128373,-45.60260402067071,96.55310464891828,6.903155932094196
15.999999999999993,0.20691380811147897,-60.0,10.0,-30.63962209449519,-32.74037917627895,96.55310464891828,6.903155932094196
15.999999999999993,0.20691380811147897,-52.5,10.0,-23.189150257226856,-24.65019765813278,96.55310464891828,6.903155932094196
15.999999999999993,0.20691380811147897,-45.0,10.0,-17.97019715350268,-18.925378230955044,96.55310464891828,6.903155932094196
15.999999999999993,0.20691380811147897,-37.5,10.0,-13.95903507684193,-14.528885138883009,96.55310464891828,6.903155932094196
15.999999999999993,0.20691380811147897,-30.0,10.0,-10.648874794244263,-10.936033866629492,96.55310464891828,6.903155932094196
15.999999999999993,0.20691380811147897,-22.5,10.0,-7.75640279837256,-7.848238477516918,96.55310464891828,6.903155932094196
15.999999999999993,0.20691380811147897,-15.0,10.0,-5.0947387165148355,-5.077861980965594,96.55310464891828,6.903155932094196
15.999999999999993,0.20691380811147897,-7.5,10.0,-2.546627686312829,-2.494976117240219,96.55310464891828,6.903155932094196
15.999999999999993,0.20691380811147897,0.0,10.0,-0.0178056008747558,0.0005583617837193605,96.55310464891828,6.903155932094196
15.999999999999993,0.20691380811147897,7.5,10.0,2.5753797315293228,2.4954161275951883,96.55310464891828,6.903155932094196
15.999999999999993,0.20691380811147897,15.0,10.0,5.318666140359272,5.077257334801822,96.55310464891828,6.903155932094196
15.999999999999993,0.20691380811147897,22.5,10.0,8.31169257858883,7.846714987319017,96.55310464891828,6.903155932094196
15.999999999999993,0.20691380811147897,30.0,10.0,11.68769637936034,10.933776092360853,96.55310464891828,6.903155932094196
15.999999999999993,0.20691380811147897,37.5,10.0,15.641786796417197,14.526038898716928,96.55310464891828,6.903155932094196
15.999999999999993,0.20691380811147897,45.0,10.0,20.474054740182137,18.92204361022999,96.55310464891828,6.903155932094196
15.999999999999993,0.20691380811147897,52.5,10.0,26.724511811489542,24.64644192562529,96.55310464891828,6.903155932094196
15.999999999999993,0.20691380811147897,60.0,10.0,35.44932629217458,32.73625073156056,96.55310464891828,6.903155932094196
15.999999999999993,0.20691380811147897,67.5,10.0,49.09593466055774,45.5981432329417,96.55310464891828,6.903155932094196
15.999999999999993,0.20691380811147897,75.0,10.0,74.93973666747841,70.4360838297343,96.55310464891828,6.903155932094196
31.99999999999999,0.20691380811147897,-75.0,10.0,-135.99441373558372,-140.77398666813693,193.10620929783656,6.903155932094196
31.99999999999999,0.20691380811147897,-67.5,10.0,-87.2856811874977,-91.10475943906373,193.10620929783656,6.903155932094196
31.99999999999999,0.20691380811147897,-60.0,10.0,-62.44326236988905,-65.38883929251942,193.10620929783656,6.903155932094196
31.99999999999999,0.20691380811147897,-52.5,10.0,-47.03846684817708,-49.218083334402394,193.10620929783656,6.903155932094196
31.99999999999999,0.20691380811147897,-45.0,10.0,-36.25057065978528,-37.778929858874314,193.10620929783656,6.903155932094196
31.99999999999999,0.20691380811147897,-37.5,10.0,-28.005470342345163,-28.99712687951684,193.10620929783656,6.903155932094196
31.99999999999999,0.20691380811147897,-30.0,10.0,-21.25495290972154,-21.823145643471094,193.10620929783656,6.903155932094196
31.99999999999999,0.20691380811147897,-22.5,10.0,-15.40080371843317,-15.65967505556434,193.10620929783656,6.903155932094196
31.99999999999999,0.20691380811147897,-15.0,10.0,-10.06690336113914,-10.131320362765704,193.10620929783656,6.903155932094196
31.99999999999999,0.20691380811147897,-7.5,10.0,-5.001635643170835,-4.978119278270994,193.10620929783656,6.903155932094196
31.99999999999999,0.20691380811147897,0.0,10.0,-0.006203632819662172,0.0003019133153027015,193.10620929783656,6.903155932094196
31.99999999999999,0.20691380811147897,7.5,10.0,5.09083730510397,4.977329133503976,193.10620929783656,6.903155932094196
31.99999999999999,0.20691380811147897,15.0,10.0,10.461168958674776,10.128368558720155,193.10620929783656,6.903155932094196
31.99999999999999,0.20691380811147897,22.5,10.0,16.303947930286782,15.654858925010789,193.10620929783656,6.903155932094196
31.99999999999999,0.20691380811147897,30.0,10.0,22.876657390724375,21.816893742678367,193.10620929783656,6.903155932094196
31.99999999999999,0.20691380811147897,37.5,10.0,30.546582971534328,28.989787243234634,193.10620929783656,6.903155932094196
31.99999999999999,0.20691380811147897,45.0,10.0,39.93282174238883,37.77075303288937,193.10620929783656,6.903155932094196
31.99999999999999,0.20691380811147897,52.5,10.0,52.068968679648805,49.209248604372114,193.10620929783656,6.903155932094196
31.99999999999999,0.20691380811147897,60.0,10.0,69.03980454484714,65.37948325707733,193.10620929783656,6.903155932094196
31.99999999999999,0.20691380811147897,67.5,10.0,95.66988849944293,91.09499785650998,193.10620929783656,6.903155932094196
31.99999999999999,0.20691380811147897,75.0,10.0,146.39518792570757,140.76392903385263,193.10620929783656,6.903155932094196
64.0,0.20691380811147897,-75.0,10.0,-275.847241110201,-281.43763353126025,386.2124185956733,6.903155932094196
64.0,0.20691380811147897,-67.5,10.0,-177.49672219022827,-182.10536675659807,386.2124185956733,6.903155932094196
64.0,0.20691380811147897,-60.0,10.0,-126.97462552937708,-130.68127373955696,386.2124185956733,6.903155932094196
64.0,0.20691380811147897,-52.5,10.0,-95.49534253924254,-98.34889607669882,386.2124185956733,6.903155932094196
64.0,0.20691380811147897,-45.0,10.0,-73.4002103121424,-75.48093050092687,386.2124185956733,6.903155932094196
64.0,0.20691380811147897,-37.5,10.0,-56.51756105630936,-57.928691058960034,386.2124185956733,6.903155932094196
64.0,0.20691380811147897,-30.0,10.0,-42.7275575169587,-43.5929394569189,386.2124185956733,6.903155932094196
64.0,0.20691380811147897,-22.5,10.0,-30.843455260394453,-31.278875904113015,386.2124185956733,6.903155932094196
64.0,0.20691380811147897,-15.0,10.0,-20.08832669941343,-20.23553733959874,386.2124185956733,6.903155932094196
64.0,0.20691380811147897,-7.5,10.0,-9.941416657181682,-9.942829577144066,386.2124185956733,6.903155932094196
64.0,0.20691380811147897,0.0,10.0,-0.0021360348644045707,0.00016134127869618653,386.2124185956733,6.903155932094196
64.0,0.20691380811147897,7.5,10.0,10.077119706918223,9.940317456469415,386.2124185956733,6.903155932094196
64.0,0.20691380811147897,15.0,10.0,20.642341905351003,20.228609993067383,386.2124185956733,6.903155932094196
64.0,0.20691380811147897,22.5,10.0,32.09188909066964,31.26816480000712,386.2124185956733,6.903155932094196
64.0,0.20691380811147897,30.0,10.0,44.93346312302078,43.57935287552718,386.2124185956733,6.903155932094196
64.0,0.20691380811147897,37.5,10.0,59.919469724528774,57.91297270380565,386.2124185956733,6.903155932094196
64.0,0.20691380811147897,45.0,10.0,78.22550870518637,75.46362231664828,386.2124185956733,6.903155932094196
64.0,0.20691380811147897,52.5,10.0,101.94489075278283,98.3303911449039,386.2124185956733,6.903155932094196
64.0,0.20691380811147897,60.0,10.0,135.1953708561442,130.66187427626002,386.2124185956733,6.903155932094196
64.0,0.20691380811147897,67.5,10.0,187.6170320460344,182.0853282380038,386.2124185956733,6.903155932094196
64.0,0.20691380811147897,75.0,10.0,288.05275991668185,281.4171937919251,386.2124185956733,6.903155932094196
0.25,0.26366508987303583,-75.0,10.0,-2.4116403024474233,-1.2139224830711408,1.5795813623412946,7.033426710789544
0.25,0.26366508987303583,-67.5,10.0,-2.109547779669859,-0.784929410864131,1.5795813623412946,7.033426710789544
0.25,0.26366508987303583,-60.0,10.0,-1.875549319550129,-0.562563357563223,1.5795813623412946,7.033426710789544
0.25,0.26366508987303583,-52.5,10.0,-1.6992553917976867,-0.422698879066979,1.5795813623412946,7.033426710789544
0.25,0.26366508987303583,-45.0,10.0,-1.5651833269073379,-0.3237718329360021,1.5795813623412946,7.033426710789544
0.25,0.26366508987303583,-37.5,10.0,-1.4586541050128827,-0.24785057207662195,1.5795813623412946,7.033426710789544
0.25,0.26366508987303583,-30.0,10.0,-1.3700227601889672,-0.18585542386831544,1.5795813623412946,7.033426710789544
0.25,0.26366508987303583,-22.5,10.0,-1.292975638037398,-0.13261605326757578,1.5795813623412946,7.033426710789544
0.25,0.26366508987303583,-15.0,10.0,-1.223227372901727,-0.08488142663198298,1.5795813623412946,7.033426710789544
0.25,0.26366508987303583,-7.5,10.0,-1.1576735111036602,-0.04039915372660933,1.5795813623412946,7.033426710789544
0.25,0.26366508987303583,0.0,10.0,-1.0938457423035906,0.002567529406109617,1.5795813623412946,7.033426710789544
0.25,0.26366508987303583,7.5,10.0,-1.029536704457507,0.04553213832611863,1.5795813623412946,7.033426710789544
0.25,0.26366508987303583,15.0,10.0,-0.9624936254448799,0.09001232937396017,1.5795813623412946,7.033426710789544
0.25,0.26366508987303583,22.5,10.0,-0.890095694137554,0.13774439286946874,1.5795813623412946,7.033426710789544
0.25,0.26366508987303583,30.0,10.0,-0.8089129427572478,0.19098011036010856,1.5795813623412946,7.033426710789544
0.25,0.26366508987303583,37.5,10.0,-0.7139678554720154,0.2529696728615568,1.5795813623412946,7.033426710789544
0.25,0.26366508987303583,45.0,10.0,-0.5972981669755911,0.3288819884114007,1.5795813623412946,7.033426710789544
0.25,0.26366508987303583,52.5,10.0,-0.4447551312748008,0.42779388745345204,1.5795813623412946,7.033426710789544
0.25,0.26366508987303583,60.0,10.0,-0.22779644359314785,0.5676304560186384,1.5795813623412946,7.033426710789544
0.25,0.26366508987303583,67.5,10.0,0.12073610290526604,0.7899376929618894,1.5795813623412946,7.033426710789544
0.25,0.26366508987303583,75.0,10.0,0.7981322729499845,1.2187757005992546,1.5795813623412946,7.033426710789544
0.5,0.26366508987303583,-75.0,10.0,-3.088998496612516,-2.4232501400286792,3.1591627246825893,7.033426710789544
0.5,0.26366508987303583,-67.5,10.0,-2.4855232896532082,-1.5698038663732445,3.1591627246825893,7.033426710789544
0.5,0.26366508987303583,-60.0,10.0,-2.146498116334105,-1.126513670428312,3.1591627246825893,7.033426710789544
0.5,0.26366508987303583,-52.5,10.0,-1.9005989765290467,-0.8473588707872417,3.1591627246825893,7.033426710789544
0.5,0.26366508987303583,-45.0,10.0,-1.7010414115118506,-0.6497733003920277,3.1591627246825893,7.033426710789544
0.5,0.26366508987303583,-37.5,10.0,-1.5318071205669674,-0.4980724553567213,3.1591627246825893,7.033426710789544
0.5,0.26366508987303583,-30.0,10.0,-1.3839744193756078,-0.3741646621419257,3.1591627246825893,7.033426710789544
0.5,0.26366508987303583,-22.5,10.0,-1.2509780165645459,-0.26773854920115203,3.1591627246825893,7.033426710789544
0.5,0.26366508987303583,-15.0,10.0,-1.1276472943327438,-0.17230625795676963,3.1591627246825893,7.033426710789544
0.5,0.26366508987303583,-7.5,10.0,-1.0097192442132379,-0.08337073166696782,3.1591627246825893,7.033426710789544
0.5,0.26366508987303583,0.0,10.0,-0.8934237741225215,0.002536698397166595,3.1591627246825893,7.033426710789544
0.5,0.26366508987303583,7.5,10.0,-0.7750906947825318,0.08843834152752619,3.1591627246825893,7.033426710789544
0.5,0.26366508987303583,15.0,10.0,-0.6507262223635334,0.17736620741226664,3.1591627246825893,7.033426710789544
0.5,0.26366508987303583,22.5,10.0,-0.5154661321248482,0.27278849456898735,3.1591627246825893,7.033426710789544
0.5,0.26366508987303583,30.0,10.0,-0.36273967617827274,0.3792004603613036,3.1591627246825893,7.033426710789544
0.5,0.26366508987303583,37.5,10.0,-0.1828077334007548,0.5030870850494302,3.1591627246825893,7.033426710789544
0.5,0.26366508987303583,45.0,10.0,0.040076851989112844,0.6547548393331636,3.1591627246825893,7.033426710789544
0.5,0.26366508987303583,52.5,10.0,0.33378397561920403,0.8522860187063678,3.1591627246825893,7.033426710789544
0.5,0.26366508987303583,60.0,10.0,0.7533970911058412,1.131344975989801,3.1591627246825893,7.033426710789544
0.5,0.26366508987303583,67.5,10.0,1.426046845568358,1.5744486685999786,3.1591627246825893,7.033426710789544
0.5,0.26366508987303583,75.0,10.0,2.7100695108318176,2.4274784176893682,3.1591627246825893,7.033426710789544
1.0,0.26366508987303583,-75.0,10.0,-4.790777405549874,-4.822865120854335,6.318325449365179,7.033426710789544
1.0,0.26366508987303583,-67.5,10.0,-3.517652183738985,-3.129324858526413,6.318325449365179,7.033426710789544
1.0,0.26366508987303583,-60.0,10.0,-2.827681143948554,-2.2487181293990064,6.318325449365179,7.033426710789544
1.0,0.26366508987303583,-52.5,10.0,-2.3625324674420165,-1.693327289185932,6.318325449365179,7.033426710789544
1.0,0.26366508987303583,-45.0,10.0,-2.00887014138835,-1.2997099800710974,6.318325449365179,7.033426710789544
1.0,0.26366508987303583,-37.5,10.0,-1.7175739696724786,-0.9972026268437195,6.318325449365179,7.033426710789544
1.0,0.26366508987303583,-30.0,10.0,-1.4638581878880577,-0.7499407002073114,6.318325449365179,7.033426710789544
1.0,0.26366508987303583,-22.5,10.0,-1.2335154736120528,-0.5374573664730666,6.318325449365179,7.033426710789544
1.0,0.26366508987303583,-15.0,10.0,-1.0171461916720932,-0.34685944337663877,6.318325449365179,7.033426710789544
1.0,0.26366508987303583,-7.5,10.0,-0.8075595455784328,-0.1692006743330794,6.318325449365179,7.033426710789544
1.0,0.26366508987303583,0.0,10.0,-0.5984462521140548,0.0024248231821971528,6.318325449365179,7.033426710789544
1.0,0.26366508987303583,7.5,10.0,-0.38351191934008744,0.17403341693767546,6.318325449365179,7.033426710789544
1.0,0.26366508987303583,15.0,10.0,-0.1556871739045949,0.3516659995338022,6.318325449365179,7.033426710789544
1.0,0.26366508987303583,22.5,10.0,0.09384863239602195,0.5422298806545306,6.318325449365179,7.033426710789544
1.0,0.26366508987303583,30.0,10.0,0.37714783801447793,0.7546667586306063,6.318325449365179,7.033426710789544
1.0,0.26366508987303583,37.5,10.0,0.7120448254841885,1.0018620984114996,6.318325449365179,7.033426710789544
1.0,0.26366508987303583,45.0,10.0,1.1269726645849243,1.3042706573425167,6.318325449365179,7.033426710789544
1.0,0.26366508987303583,52.5,10.0,1.670786706127056,1.6977367629618887,6.318325449365179,7.033426710789544
1.0,0.26366508987303583,60.0,10.0,2.4341110301491353,2.252888026761876,6.318325449365179,7.033426710789544
1.0,0.26366508987303583,67.5,10.0,3.5991756629069087,3.1331000619508895,6.318325449365179,7.033426710789544
1.0,0.26366508987303583,75.0,10.0,5.634081481371481,4.82596517945432,6.318325449365179,7.033426710789544
1.9999999999999998,0.26366508987303583,-75.0,10.0,-8.622624882844079,-9.5915534585043,12.636650898730355,7.033426710789544
1.9999999999999998,0.26366508987303583,-67.5,10.0,-5.905365741563501,-6.224075367806214,12.636650898730355,7.033426710789544
1.9999999999999998,0.26366508987303583,-60.0,10.0,-4.510894338701752,-4.47540062855521,12.636650898730355,7.033426710789544
1.9999999999999998,0.26366508987303583,-52.5,10.0,-3.602883978633582,-3.3726607885746467,12.636650898730355,7.033426710789544
1.9999999999999998,0.26366508987303583,-45.0,10.0,-2.9253569330860563,-2.5906836689693513,12.636650898730355,7.033426710789544
1.9999999999999998,0.26366508987303583,-37.5,10.0,-2.3754648718629374,-1.9892087233100608,12.636650898730355,7.033426710789544
1.9999999999999998,0.26366508987303583,-30.0,10.0,-1.9024226868540286,-1.4971593351459547,12.636650898730355,7.033426710789544
1.9999999999999998,0.26366508987303583,-22.5,10.0,-1.476762302790594,-1.0740049499321676,12.636650898730355,7.033426710789544
1.9999999999999998,0.26366508987303583,-15.0,10.0,-1.0790335663537498,-0.6942160519670767,12.636650898730355,7.033426710789544
1.9999999999999998,0.26366508987303583,-7.5,10.0,-0.6947754692320166,-0.34007297575519596,12.636650898730355,7.033426710789544
1.9999999999999998,0.26366508987303583,0.0,10.0,-0.31181036686963837,0.0021088580603531304,12.636650898730355,7.033426710789544
1.9999999999999998,0.26366508987303583,7.5,10.0,0.08155118894948557,0.3442453188290674,12.636650898730355,7.033426710789544
1.9999999999999998,0.26366508987303583,15.0,10.0,0.4980344660606957,0.69831670290501,12.636650898730355,7.033426710789544
1.9999999999999998,0.26366508987303583,22.5,10.0,0.953107177128745,1.0780208494144106,12.636650898730355,7.033426710789544
1.9999999999999998,0.26366508987303583,30.0,10.0,1.4673761807703947,1.501070611117251,12.636650898730355,7.033426710789544
1.9999999999999998,0.26366508987303583,37.5,10.0,2.0705035177662388,1.9929831650229448,12.636650898730355,7.033426710789544
1.9999999999999998,0.26366508987303583,45.0,10.0,2.808463102527566,2.5942734556902924,12.636650898730355,7.033426710789544
1.9999999999999998,0.26366508987303583,52.5,10.0,3.7590277139912045,3.3759981451166765,12.636650898730355,7.033426710789544
1.9999999999999998,0.26366508987303583,60.0,10.0,5.07221474809641,4.4783914781313365,12.636650898730355,7.033426710789544
1.9999999999999998,0.26366508987303583,67.5,10.0,7.09879597111355,6.226590956934555,12.636650898730355,7.033426710789544
1.9999999999999998,0.26366508987303583,75.0,10.0,10.898705287482981,9.593420916617566,12.636650898730355,7.033426710789544
4.0,0.26366508987303583,-75.0,10.0,-17.035727773811864,-19.101058857710907,25.273301797460714,7.033426710789544
4.0,0.26366508987303583,-67.5,10.0,-11.15958386139862,-12.38391280855922,25.273301797460714,7.033426710789544
4.0,0.26366508987303583,-60.0,10.0,-8.222810944419722,-8.901189657503384,25.273301797460714,7.033426710789544
4.0,0.26366508987303583,-52.5,10.0,-6.386516173272958,-6.707505589056325,25.273301797460714,7.033426710789544
4.0,0.26366508987303583,-45.0,10.0,-5.061941907743018,-5.152997697922711,25.273301797460714,7.033426710789544
4.0,0.26366508987303583,-37.5,10.0,-4.008989801206114,-3.957636629726267,25.273301797460714,7.033426710789544
4.0,0.26366508987303583,-30.0,10.0,-3.113059581317575,-2.9797131509047063,25.273301797460714,7.033426710789544
4.0,0.26366508987303583,-22.5,10.0,-2.311463040510283,-2.1385442946387565,25.273301797460714,7.033426710789544
4.0,0.26366508987303583,-15.0,10.0,-1.5649590901461876,-1.3833866274027005,25.273301797460714,7.033426710789544
4.0,0.26366508987303583,-7.5,10.0,-0.8454849666927953,-0.679066639193672,25.273301797460714,7.033426710789544
4.0,0.26366508987303583,0.0,10.0,-0.12996459930794171,0.0015528554702343988,25.273301797460714,7.033426710789544
4.0,0.26366508987303583,7.5,10.0,0.6034361090140051,0.682068750563245,25.273301797460714,7.033426710789544
4.0,0.26366508987303583,15.0,10.0,1.3782719455695076,1.3862381130832093,25.273301797460714,7.033426710789544
4.0,0.26366508987303583,22.5,10.0,2.22311536151069,2.141251167293646,25.273301797460714,7.033426710789544
4.0,0.26366508987303583,30.0,10.0,3.176357796439912,2.982275894844644,25.273301797460714,7.033426710789544
4.0,0.26366508987303583,37.5,10.0,4.29408853907124,3.9600396768413684,25.273301797460714,7.033426710789544
4.0,0.26366508987303583,45.0,10.0,5.665977093427965,5.1552098932604045,25.273301797460714,7.033426710789544
4.0,0.26366508987303583,52.5,10.0,7.448057043564208,6.709482267954021,25.273301797460714,7.033426710789544
4.0,0.26366508987303583,60.0,10.0,9.944773558783554,8.902874408785598,25.273301797460714,7.033426710789544
4.0,0.26366508987303583,67.5,10.0,13.8514522601284,12.385238918448097,25.273301797460714,7.033426710789544
4.0,0.26366508987303583,75.0,10.0,21.2246410617184,19.10195087977552,25.273301797460714,7.033426710789544
8.000000000000002,0.26366508987303583,-75.0,10.0,-34.87864468479673,-38.10166315603177,50.546603594921436,7.033426710789544
8.000000000000002,0.26366508987303583,-67.5,10.0,-22.43280586118704,-24.68071160264825,50.546603594921436,7.033426710789544
8.000000000000002,0.26366508987303583,-60.0,10.0,-16.195721524208373,-17.728106811074746,50.546603594921436,7.033426710789544
8.000000000000002,0.26366508987303583,-52.5,10.0,-12.353246977775461,-13.352835573721219,50.546603594921436,7.033426710789544
8.000000000000002,0.26366508987303583,-45.0,10.0,-9.646503750859821,-10.255061040933342,50.546603594921436,7.033426710789544
8.000000000000002,0.26366508987303583,-37.5,10.0,-7.546680860553837,-7.874717734623676,50.546603594921436,7.033426710789544
8.000000000000002,0.26366508987303583,-30.0,10.0,-5.792050900231089,-5.9284548690196885,50.546603594921436,7.033426710789544
8.000000000000002,0.26366508987303583,-22.5,10.0,-4.240270793435421,-4.255023501049989,50.546603594921436,7.033426710789544
8.000000000000002,0.26366508987303583,-15.0,10.0,-2.803638219582743,-2.7530840123220575,50.546603594921436,7.033426710789544
8.000000000000002,0.26366508987303583,-7.5,10.0,-1.422012592192449,-1.352453643406628,50.546603594921436,7.033426710789544
8.000000000000002,0.26366508987303583,0.0,10.0,-0.04782334504249164,0.00096931213662238,50.546603594921436,7.033426710789544
8.000000000000002,0.26366508987303583,7.5,10.0,1.362627146771447,1.354173660598419,50.546603594921436,7.033426710789544
8.000000000000002,0.26366508987303583,15.0,10.0,2.8558708814186713,2.7545109955837668,50.546603594921436,7.033426710789544
8.000000000000002,0.26366508987303583,22.5,10.0,4.487579667299096,4.256229005043453,50.546603594921436,7.033426710789544
8.000000000000002,0.26366508987303583,30.0,10.0,6.332836232417719,5.929505547433983,50.546603594921436,7.033426710789544
8.000000000000002,0.26366508987303583,37.5,10.0,8.500446993497494,7.875649250752283,50.546603594921436,7.033426710789544
8.000000000000002,0.26366508987303583,45.0,10.0,11.161736810605728,10.255881495572936,50.546603594921436,7.033426710789544
8.000000000000002,0.26366508987303583,52.5,10.0,14.619960091445918,13.353533579203697,50.546603594921436,7.033426710789544
8.000000000000002,0.26366508987303583,60.0,10.0,19.45620910824726,17.728658551059578,50.546603594921436,7.033426710789544
8.000000000000002,0.26366508987303583,67.5,10.0,27.022022022933378,24.68108615216187,50.546603594921436,7.033426710789544
8.000000000000002,0.26366508987303583,75.0,10.0,41.31153185804733,38.10182641849288,50.546603594921436,7.033426710789544
15.999999999999993,0.26366508987303583,-75.0,10.0,-71.73008202809831,-76.09241713384249,101.0932071898428,7.033426710789544
15.999999999999993,0.26366508987303583,-67.5,10.0,-45.958781611745415,-49.26036897457657,101.0932071898428,7.033426710789544
15.999999999999993,0.26366508987303583,-60.0,10.0,-32.91347662686993,-35.36581372972926,101.0932071898428,7.033426710789544
15.999999999999993,0.26366508987303583,-52.5,10.0,-24.864822135188604,-26.62644403234313,101.0932071898428,7.033426710789544
15.999999999999993,0.26366508987303583,-45.0,10.0,-19.244199748635218,-20.44236371391862,101.0932071898428,7.033426710789544
15.999999999999993,0.26366508987303583,-37.5,10.0,-14.933872759237588,-15.693277761849105,101.0932071898428,7.033426710789544
15.999999999999993,0.26366508987303583,-30.0,10.0,-11.382180523883683,-11.812374290081054,101.0932071898428,7.033426710789544
15.999999999999993,0.26366508987303583,-22.5,10.0,-8.281155245306675,-8.47709145530169,101.0932071898428,7.033426710789544
15.999999999999993,0.26366508987303583,-15.0,10.0,-5.4352933806597825,-5.484723576625633,101.0932071898428,7.033426710789544
15.999999999999993,0.26366508987303583,-7.5,10.0,-2.7144954584053065,-2.694906753574617,101.0932071898428,7.033426710789544
15.999999999999993,0.26366508987303583,0.0,10.0,-0.01682517908939357,0.0005423027324043955,101.0932071898428,7.033426710789544
15.999999999999993,0.26366508987303583,7.5,10.0,2.7485675801506133,2.695537598409576,101.0932071898428,7.033426710789544
15.999999999999993,0.26366508987303583,15.0,10.0,5.674292755982649,5.48476528473748,101.0932071898428,7.033426710789544
15.999999999999993,0.26366508987303583,22.5,10.0,8.869940138583376,8.47674839438767,101.0932071898428,7.033426710789544
15.999999999999993,0.26366508987303583,30.0,10.0,12.476815201274341,11.811843507926909,101.0932071898428,7.033426710789544
15.999999999999993,0.26366508987303583,37.5,10.0,16.708447032920127,15.692687695422695,101.0932071898428,7.033426710789544
15.999999999999993,0.26366508987303583,45.0,10.0,21.8804634175793,20.44178150110982,101.0932071898428,7.033426710789544
15.999999999999993,0.26366508987303583,52.5,10.0,28.59358578370131,26.625893913008593,101.0932071898428,7.033426710789544
15.999999999999993,0.26366508987303583,60.0,10.0,37.96481180183441,35.365293070951516,101.0932071898428,7.033426710789544
15.999999999999993,0.26366508987303583,67.5,10.0,52.65447220951555,49.259859953272766,101.0932071898428,7.033426710789544
